event_name,group_name,attendees,venue_event_link,event_state,event_city,event_street,Google_Map_Link,event_lat,event_lng,address,region_id
Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,3,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/api=1&query=40.747830%2C-74.030460,40.7433066,-74.0323752,"901 Park Ave,Hoboken,NJ",233
SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,https://www.meetup.com/scuba-nj/events/275651699,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/api=1&query=40.872900%2C-74.089140,40.8589384,-74.1110604,"460 Passaic Avenue,Lodi,NJ",235
Nitrox Diver Course,NJ Warren Scuba Group,1,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/api=1&query=40.872580%2C-74.089320,40.8589384,-74.1110604,"460 Passaic Avenue,Lodi,NJ",235
"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,https://www.meetup.com/outdooradventuresports/events/275756314,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,40.740752,-74.168407,"14 Rector Street,Newark,NJ",237
Drive-In Movie Night Series,JCFamilies,8,https://www.meetup.com/JCFamilies/events/275750360,NJ,Jersey City,107 Morgan St,https://www.google.com/maps/search/api=1&query=107+Morgan+St%2C+107+Morgan+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJdRGHOaxQwokRBoZblxPrgUM,40.71979,-74.038622,"107 Morgan St,Jersey City,NJ",234
Bayonne Book Club Meetup - Bad Monkey by Carl Hiaasen,Bayonne Book Club - The Life I Left Behind by Colette McBeth,1,https://www.meetup.com/Bayonne-Book-Club/events/275758392,NJ,Bayonne,1075 Broadway,https://www.google.com/maps/search/api=1&query=1075+Broadway%2C+Bayonne%2C+NJ%2C+07002%2C+us,40.6667697,-74.1154202,"1075 Broadway,Bayonne,NJ",228
Winter pool session,New York Kayak Polo,7,https://www.meetup.com/NYkayakpolo/events/275524265,NJ,Jersey City,870 Montgomery St,https://www.google.com/maps/search/api=1&query=40.727726%2C-74.073105,40.726563,-74.070814,"870 Montgomery St,Jersey City,NJ",234
Socrates Cafe,"Socrates Cafe of Teaneck, NJ",5,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888088%2C-74.026237,40.8976,-74.01597,"687 Larch Ave,Teaneck,NJ",241
New Year Wine & Design Wine glass painting),New Jersey Foodies & Drinkies,6,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,NJ,Secaucus,151 Front St,https://www.google.com/maps/search/api=1&query=40.790756%2C-74.058950,40.790722,-74.058921,"151 Front St,Secaucus,NJ",240
Lets meet some wolves ,A little bit of this and a little of that,26,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,39.6378952,-74.6987704,"89 Mount Pleasant Road,Columbia,NJ",230
Thursday Night Weekly Jam  -- 6 to 8pm,JC Studios Music Jam,1,https://www.meetup.com/JC-Studios-Music-Jam/events/275777858,NJ,Jersey City,143 Christopher Columbus Dr,https://www.google.com/maps/search/api=1&query=40.719975%2C-74.045036,40.71704,-74.03389,"143 Christopher Columbus Dr,Jersey City,NJ",234
Fridays at Clifton City Tavern Mexican Cantina ,North Jersey Karaoke Klub,1,https://www.meetup.com/North-Jersey-Karaoke-Klub/events/275790160,NJ,Clifton,709 Van Houten Ave,https://www.google.com/maps/search/api=1&query=40.859829%2C-74.151382,40.869398,-74.168913,"709 Van Houten Ave,Clifton,NJ",229
Helix eSports Fortnite Friday - Squads Tournament ,Fortnite Friday Zone Wars NYC/NJ,1,https://www.meetup.com/Fortnite-NYC-NJ-Zone-Wars/events/275796010,NJ,North Bergen,3167 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=Helix+eSports+North+Bergen%2C+3167+John+F.+Kennedy+Blvd%2C+North+Bergen%2C+NJ%2C+07047%2C+us&query_place_id=ChIJOXjOj59XwokRB9sLlJpqFTY,40.775182,-74.03228399999998,"3167 John F. Kennedy Blvd,North Bergen,NJ",238
Free Poker Every Monday - City Lounge in Lyndhurst- Free Prizes & More!,WorldFreePoker.com,1,https://www.meetup.com/worldfreepoker/events/275714530,NJ,Lyndhurst,455 Valley Brook Ave,https://www.google.com/maps/search/api=1&query=City+Lounge%2C+455+Valley+Brook+Ave%2C+Lyndhurst%2C+NJ%2C+07071%2C+us&query_place_id=ChIJ3Ro4kwBWwokRZj3tub1WHU8,40.80985,-74.12078299999997,"455 Valley Brook Ave,Lyndhurst,NJ",236
Public Conference in English,A.I.G.A. American Institute of Gnostic Anthropology,2,https://www.meetup.com/A-I-G-A-American-Institute-of-Gnostic-Anthropology/events/275664323,NJ,UNION CITY,507 43RD TS. 7th floor,https://www.google.com/maps/search/api=1&query=507+43RD+TS.+7th+floor%2C+UNION+CITY%2C+nj%2C+07087%2C+us,40.756548,-74.039673,"507 43RD TS. 7th floor,UNION CITY,NJ",242
Conversemos (Let's Talk),The Ethical Culture Society of Bergen County,5,https://www.meetup.com/EthicalFocus/events/275399209,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888090%2C-74.026240,40.8976,-74.01597,"687 Larch Ave,Teaneck,NJ",241
BYOB PAINT NIGHT ,Art Parties and Art Therapy,1,https://www.meetup.com/fairview-art-therapy-meetup-group/events/275774394,NJ,Fairview,394 Walker St,https://www.google.com/maps/search/api=1&query=40.817436%2C-73.996670,39.3742152,-75.1033108,"394 Walker St,Fairview,NJ",232
Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,https://www.meetup.com/Jersey-City-Artists/events/275733289,NJ,Jersey City,29 McWilliams Pl.,https://www.google.com/maps/search/api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us,40.72762700000001,-74.044072,"29 McWilliams Pl.,Jersey City,NJ",234
TUESDAY MASH! Social Dance Party in Edgewater NJ (Open Level),"Latin Dance Parties & Events in Bergen County, NJ!!!!",1,https://www.meetup.com/Ballroom-Latin-Social-Group-Edgewater/events/275737276,NJ,Edgewater,986 River Road,https://www.google.com/maps/search/api=1&query=40.828796%2C-73.972725,40.8270448,-73.97569399999998,"986 River Road,Edgewater,NJ",231
FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,https://www.meetup.com/jerseycityballroom/events/275779840,NJ,Jersey City,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/api=1&query=40.726357%2C-74.050415,40.723147,-74.042526,"189 Brunswick St, 3rd Floor,Jersey City,NJ",234
Daytime Ballroom Social,The New York Ballroom Dance Meetup,1,https://www.meetup.com/ny-ballroom-dance/events/275726732,NJ,Nutley,7 High St,https://www.google.com/maps/search/api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0,40.8223223,-74.15986629999998,"7 High St,Nutley,NJ",239
In person Sensual Bachata ,"Bachata in TRI-STATE AREA (LI, NJ, NY, CT)",1,https://www.meetup.com/NYC-Bachata-Meet-Up-Bachata-New-York-City/events/275793305,NJ,Hoboken,300 Observer Hwy,https://www.google.com/maps/search/api=1&query=40.736469%2C-74.035339,40.736194,-74.035038,"300 Observer Hwy,Hoboken,NJ",233
Bayonne Bridge Singles Dog Walk,Bayonne Singles With Four Pawed Pals,2,https://www.meetup.com/Bayonne-Singles-with-Four-Paws/events/275773329,NJ,Bayonne,185 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=40.652687%2C-74.135208,40.6521283,-74.13546219999998,"185 John F. Kennedy Blvd,Bayonne,NJ",228
Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",4,https://www.meetup.com/jerseychess/events/275648165,NJ,Hoboken,1012 Grand St,https://www.google.com/maps/search/api=1&query=40.750076%2C-74.032990,40.7433066,-74.0323752,"1012 Grand St,Hoboken,NJ",233
Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,9,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q,40.7433066,-74.0323752,"901 Park Ave,Hoboken,NJ",3
Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,3,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/api=1&query=40.747830%2C-74.030460,40.7433066,-74.0323752,"901 Park Ave,Hoboken,NJ",3
"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,https://www.meetup.com/outdooradventuresports/events/275756314,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,40.740752,-74.168407,"14 Rector Street,Newark,NJ",6
ONLINE Lunchtime Meditation ,Meditation in Maplewood and Millburn,1,https://www.meetup.com/Dharmachakra-Buddhist-Center/events/275790380,NJ,Vauxhall,2933 Vauxhall Road,https://www.google.com/maps/search/api=1&query=40.720901%2C-74.288803,40.73149,-74.28293000000002,"2933 Vauxhall Road,Vauxhall,NJ",11
Winter pool session,New York Kayak Polo,7,https://www.meetup.com/NYkayakpolo/events/275524265,NJ,Jersey City,870 Montgomery St,https://www.google.com/maps/search/api=1&query=40.727726%2C-74.073105,40.726563,-74.070814,"870 Montgomery St,Jersey City,NJ",4
Tuesday Morning LSP Run,Jersey City Runners,3,https://www.meetup.com/jcrunners/events/275722746,NJ,Jersey City,426 Jersey Ave,https://www.google.com/maps/search/api=1&query=40.716812%2C-74.048752,40.7281575,-74.0776417,"426 Jersey Ave,Jersey City,NJ",4
Lets meet some wolves ,A little bit of this and a little of that,26,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,39.6378952,-74.6987704,"89 Mount Pleasant Road,Columbia,NJ",2
New Year Wine & Design Wine glass painting),New Jersey Foodies & Drinkies,6,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,NJ,Secaucus,151 Front St,https://www.google.com/maps/search/api=1&query=40.790756%2C-74.058950,40.790722,-74.058921,"151 Front St,Secaucus,NJ",8
Thursday Night Weekly Jam  -- 6 to 8pm,JC Studios Music Jam,1,https://www.meetup.com/JC-Studios-Music-Jam/events/275777858,NJ,Jersey City,143 Christopher Columbus Dr,https://www.google.com/maps/search/api=1&query=40.719975%2C-74.045036,40.71704,-74.03389,"143 Christopher Columbus Dr,Jersey City,NJ",4
LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275240329,NJ,Maplewood,600 Ridgewood Rd,https://www.google.com/maps/search/api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us,40.730753,-74.2826,"600 Ridgewood Rd,Maplewood,NJ",5
Free Poker Thursday - Buttero in Bayonne - $25 Gift Certificate & More!,WorldFreePoker.com,1,https://www.meetup.com/worldfreepoker/events/275778193,NJ,Bayonne,184 Broadway,https://www.google.com/maps/search/api=1&query=Buttero%2C+184+Broadway%2C+Bayonne%2C+NJ%2C+07002%2C+us&query_place_id=ChIJV8dAm_5NwokRuKvk1t9hmUA,40.652504,-74.127862,"184 Broadway,Bayonne,NJ",1
Helix eSports Fortnite Friday - Squads Tournament ,Fortnite Friday Zone Wars NYC/NJ,1,https://www.meetup.com/Fortnite-NYC-NJ-Zone-Wars/events/275796010,NJ,North Bergen,3167 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=Helix+eSports+North+Bergen%2C+3167+John+F.+Kennedy+Blvd%2C+North+Bergen%2C+NJ%2C+07047%2C+us&query_place_id=ChIJOXjOj59XwokRB9sLlJpqFTY,40.775182,-74.03228399999998,"3167 John F. Kennedy Blvd,North Bergen,NJ",7
EDH: Commander Deck,Maplewood Magic,1,https://www.meetup.com/Maplewood-Magic-The-Gathering-Meetup/events/275736004,NJ,Maplewood,1970 Springfield Ave,https://www.google.com/maps/search/api=1&query=40.720135%2C-74.274269,40.7201821,-74.27485329999998,"1970 Springfield Ave,Maplewood,NJ",5
Tomb of Annihilation! Homebrew,Maplewood hobby organized play,1,https://www.meetup.com/Maplewood-hobby-ORGANIZED-play/events/275736069,NJ,Maplewood,1970 Springfield Ave,https://www.google.com/maps/search/api=1&query=40.720135%2C-74.274269,40.7201821,-74.27485329999998,"1970 Springfield Ave,Maplewood,NJ",5
Tuesday Evening Bible Study (Newport),Bible Study on Deeper Questions,1,https://www.meetup.com/ChristianityOriginal/events/275735701,NJ,Jersey City,535 Washington Blvd. ,https://www.google.com/maps/search/api=1&query=40.727287%2C-74.034660,40.730651,-74.034539,"535 Washington Blvd. ,Jersey City,NJ",4
Public Conference in English,A.I.G.A. American Institute of Gnostic Anthropology,2,https://www.meetup.com/A-I-G-A-American-Institute-of-Gnostic-Anthropology/events/275664323,NJ,UNION CITY,507 43RD TS. 7th floor,https://www.google.com/maps/search/api=1&query=507+43RD+TS.+7th+floor%2C+UNION+CITY%2C+nj%2C+07087%2C+us,40.756548,-74.039673,"507 43RD TS. 7th floor,UNION CITY,NJ",9
Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,https://www.meetup.com/Jersey-City-Artists/events/275733289,NJ,Jersey City,29 McWilliams Pl.,https://www.google.com/maps/search/api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us,40.72762700000001,-74.044072,"29 McWilliams Pl.,Jersey City,NJ",4
Bayonne Bridge Singles Dog Walk,Bayonne Singles With Four Pawed Pals,2,https://www.meetup.com/Bayonne-Singles-with-Four-Paws/events/275773329,NJ,Bayonne,185 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=40.652687%2C-74.135208,40.65246,-74.135277,"185 John F. Kennedy Blvd,Bayonne,NJ",1
Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,6,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229619,NJ,Union,1023 Stuyvesant Ave,https://www.google.com/maps/search/api=1&query=40.696686%2C-74.268845,40.6962983,-74.27050759999999,"1023 Stuyvesant Ave,Union,NJ",10
Celeb fix and flip,NJ's Entrepreneurs Investors Haven in Real Estate,2,https://www.meetup.com/NewJerseyInvestors/events/275439725,NJ,Newark,972 Broad Street Newark,https://www.google.com/maps/search/api=1&query=972+Broad+Street+Newark%2C+Newark%2C+NJ%2C+us,40.7366954,-74.1707598,"972 Broad Street Newark,Newark,NJ",6
Business Networking - every 3rd Wednesday,Growth Networking,2,https://www.meetup.com/GrowthNetworking/events/275758049,NJ,Union,900 Green Lane,https://www.google.com/maps/search/api=1&query=40.683342%2C-74.238548,40.6976019,-74.26320240000003,"900 Green Lane,Union,NJ",10
Weekly Mastermind and Business Referral Exchange,Jersey City Hoboken Business Referral Meetup - BNI Liberty,1,https://www.meetup.com/BNI-Liberty-Business-Referral-Network/events/275767091,NJ,Hoboken,50 Harrison St,https://www.google.com/maps/search/api=1&query=50+Harrison+St%2C+Hoboken%2C+NJ%2C+us,40.7373967,-74.043071,"50 Harrison St,Hoboken,NJ",3
Master Minding - Problem Solving/Brainstorming,The Leadership Development Mastermind,1,https://www.meetup.com/The-Leadership-Development-Mastermind/events/275757929,NJ,Union,900 Green Ln,https://www.google.com/maps/search/api=1&query=Rock+%27n%27+Joe+Union%2C+900+Green+Ln%2C+Union%2C+NJ%2C+07083%2C+us&query_place_id=ChIJ994W30Ktw4kRXhd0qt1CVOw,40.6976019,-74.26320240000003,"900 Green Ln,Union,NJ",10
 Successfully  Speaking Toastmasters Club.  2nd & 4th wed of the month!,Successfully Speaking Toastmasters Meetup,1,https://www.meetup.com/Newark-Toastmasters-Successfully-Speaking-Meetup/events/275756621,NJ,Newark,183 So Orange Avenue,https://www.google.com/maps/search/api=1&query=40.739254%2C-74.189957,40.738743,-74.19006,"183 So Orange Avenue,Newark,NJ",6
Virtual Weekly Networking Meeting - JOIN US!!,Hudson Connections - A Referral Network,1,https://www.meetup.com/Hudsonconnections/events/275744880,NJ,Hoboken,259 14th St,https://www.google.com/maps/search/api=1&query=40.753803%2C-74.029289,40.7433066,-74.0323752,"259 14th St,Hoboken,NJ",3
"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,https://www.meetup.com/outdooradventuresports/events/275756314,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,40.740752,-74.168407,"14 Rector Street,Newark,NJ",53
Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,9,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q,40.7433066,-74.0323752,"901 Park Ave,Hoboken,NJ",46
SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,https://www.meetup.com/scuba-nj/events/275651699,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/api=1&query=40.872900%2C-74.089140,40.8589384,-74.1110604,"460 Passaic Avenue,Lodi,NJ",49
Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,3,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/api=1&query=40.747830%2C-74.030460,40.7433066,-74.0323752,"901 Park Ave,Hoboken,NJ",46
Nitrox Diver Course,NJ Warren Scuba Group,1,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/api=1&query=40.872580%2C-74.089320,40.8589384,-74.1110604,"460 Passaic Avenue,Lodi,NJ",49
Eagle Rock Reservation bring a newbie beginner 4-5 miles,Trail Shrinks,24,https://www.meetup.com/trailshrinks/events/275798719,NJ,West Orange,Crest Dr,https://www.google.com/maps/search/api=1&query=40.810840%2C-74.234490,40.80339420000001,-74.2382416,"Crest Dr,West Orange,NJ",62
Incredible New Features in Photoshop  and Amazing New Apps from Markzware,Adobe InDesign User Group of New Jersey,10,https://www.meetup.com/Adobe-INDUG-InDesign-User-Group/events/275732091,NJ,Union,1000 Morris Ave,https://www.google.com/maps/search/api=1&query=40.678790%2C-74.232350,40.6839649,-74.2380355,"1000 Morris Ave,Union,NJ",58
West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275746658,NJ,West Orange,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St,West Orange,NJ",62
Prenatal Yoga and Meditation,West Orange Pregnancy Meetup,1,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275737290,NJ,West Orange,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St,West Orange,NJ",62
Bayonne Book Club Meetup - Bad Monkey by Carl Hiaasen,Bayonne Book Club - The Life I Left Behind by Colette McBeth,1,https://www.meetup.com/Bayonne-Book-Club/events/275758392,NJ,Bayonne,1075 Broadway,https://www.google.com/maps/search/api=1&query=1075+Broadway%2C+Bayonne%2C+NJ%2C+07002%2C+us,40.6667697,-74.1154202,"1075 Broadway,Bayonne,NJ",39
MLK Day Winter Arts & Crafts/Painting Class With Luna De Papel,JCFamilies,4,https://www.meetup.com/JCFamilies/events/275705285,NJ,Jersey City,321 Communipaw Ave,https://www.google.com/maps/search/api=1&query=Luna+de+Papel%2C+321+Communipaw+Ave%2C+Jersey+City%2C+NJ%2C+07304%2C+us&query_place_id=ChIJIzAHu8NQwokRzEEiRgAEyiQ,40.710397,-74.06132099999998,"321 Communipaw Ave,Jersey City,NJ",47
